,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
11704,Ormond,3/25 Holloway St,3,u,822500,S,hockingstuart,12/11/2016,11.8,3204,3,2,3,0,93,1970,Glen Eira,-37.9018,145.0477,Southern Metropolitan,3578
11705,Ormond,2/43 Ulupna Rd,2,h,810000,S,hockingstuart,12/11/2016,11.8,3204,2,1,1,210,90,1996,Glen Eira,-37.9001,145.0428,Southern Metropolitan,3578
11706,Ormond,16 Wallen Rd,3,h,1322000,S,hockingstuart,12/11/2016,11.8,3204,3,1,1,551,156,1940,Glen Eira,-37.9036,145.0521,Southern Metropolitan,3578
11707,Ormond,3a Fraser St,2,h,861000,S,Gary,14/05/2016,11.8,3204,2,1,1,0,,2002,Glen Eira,-37.9026,145.0364,Southern Metropolitan,3578
11708,Ormond,616 North Rd,2,h,765000,S,Eview,14/05/2016,11.8,3204,2,1,2,300,,,Glen Eira,-37.9045,145.0426,Southern Metropolitan,3578
11709,Ormond,2/3 Coane St,3,u,973000,SP,Marshall,15/10/2016,11.8,3204,3,2,2,379,,,Glen Eira,-37.8981,145.0367,Southern Metropolitan,3578
11710,Ormond,58 Draper St,4,h,1845000,S,Buxton,15/10/2016,11.8,3204,4,3,1,718,189,1939,Glen Eira,-37.9061,145.0509,Southern Metropolitan,3578
11711,Ormond,16 Sherwood St,3,h,1535000,S,Marshall,15/10/2016,11.8,3204,3,1,2,578,140,1935,Glen Eira,-37.9047,145.0274,Southern Metropolitan,3578
11712,Ormond,21 Stewart St,4,h,2005000,S,hockingstuart,15/10/2016,11.8,3204,4,2,2,691,193,1935,Glen Eira,-37.905,145.029,Southern Metropolitan,3578
11713,Ormond,3/16 Wheeler St,3,u,932000,S,Woodards,15/10/2016,11.8,3204,3,2,1,180,92,1997,Glen Eira,-37.9069,145.041,Southern Metropolitan,3578
11714,Ormond,245 Grange Rd,4,h,1500000,VB,Ray,16/04/2016,11.8,3204,4,2,2,862,153,1970,Glen Eira,-37.8993,145.0447,Southern Metropolitan,3578
11715,Ormond,4/4 Ormond Rd,1,u,260000,SP,Thomson,16/04/2016,11.8,3204,1,1,1,0,,1970,Glen Eira,-37.9038,145.0454,Southern Metropolitan,3578
11717,Ormond,13 Parker St,4,h,1390000,SA,Ray,16/07/2016,11.8,3204,4,2,2,666,158,1937,Glen Eira,-37.9032,145.049,Southern Metropolitan,3578
11718,Ormond,2 Stewart St,3,h,940000,PI,Buxton,16/07/2016,11.8,3204,3,1,1,397,124,1940,Glen Eira,-37.9064,145.0291,Southern Metropolitan,3578
11719,Ormond,20 Howard Av,3,h,1350000,VB,McGrath,17/09/2016,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
11722,Ormond,6/13 Ulupna Rd,1,u,296000,SP,Thomson,17/09/2016,11.8,3204,1,1,1,0,36,1970,Glen Eira,-37.9028,145.0426,Southern Metropolitan,3578
11723,Ormond,11a Bewdley St,4,t,1575000,S,Buxton,18/03/2017,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
11726,Ormond,48 Stewart St,4,h,1850000,PI,hockingstuart,18/03/2017,11.8,3204,4,2,2,668,,1980,Glen Eira,-37.9033,145.0296,Southern Metropolitan,3578
11727,Ormond,1/75 Lillimur Rd,2,u,475000,S,Gary,19/11/2016,11.8,3204,2,1,1,0,52,2011,Glen Eira,-37.8986,145.042,Southern Metropolitan,3578
11728,Ormond,4/50 Glen Orme Av,2,t,823000,S,Buxton,22/05/2016,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
11729,Ormond,1/25 Murray Rd,3,u,820000,PI,Buxton,22/05/2016,11.8,3204,3,2,1,238,127,1998,Glen Eira,-37.9062,145.027,Southern Metropolitan,3578
11731,Ormond,2/26 Wicklow St,3,u,940000,PI,Buxton,23/04/2016,11.8,3204,3,2,1,382,137,1998,Glen Eira,-37.9061,145.0478,Southern Metropolitan,3578
11732,Ormond,1 Blackshaw St,2,h,1668000,S,Buxton,24/09/2016,11.8,3204,3,1,2,595,,,Glen Eira,-37.9092,145.0507,Southern Metropolitan,3578
11733,Ormond,2 Logan Av,4,h,1960000,S,Buxton,24/09/2016,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
11734,Ormond,1 Carcoola Ct,3,h,1470000,S,Woodards,25/02/2017,11.8,3204,3,2,2,0,163,1980,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578
11735,Ormond,55 Carlyon St,2,h,981000,S,C21,25/02/2017,11.8,3204,2,1,1,533,,,Glen Eira,-37.9048,145.0418,Southern Metropolitan,3578
11736,Ormond,5/11 Ormond Rd,2,u,430000,PI,Purplebricks,25/02/2017,11.8,3204,2,1,1,0,69,1970,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578
11737,Ormond,1/280 Grange Rd,4,t,1200000,PI,hockingstuart,26/07/2016,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
11738,Ormond,10/21 Lillimur Rd,1,u,362000,SP,hockingstuart,26/07/2016,11.8,3204,1,1,1,0,44,2010,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578
11739,Ormond,3/11 Ormond Rd,2,u,410000,SA,Stockdale,26/07/2016,11.8,3204,2,1,1,0,65,1970,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578
11740,Ormond,5/254 Booran Rd,4,t,1197000,S,Gary,27/06/2016,11.8,3204,4,2,2,144,,2006,Glen Eira,-37.9021,145.0357,Southern Metropolitan,3578
11741,Ormond,41 Queen St,3,h,1690000,SP,Buxton,27/06/2016,11.8,3204,3,2,2,692,,,Glen Eira,-37.9043,145.0358,Southern Metropolitan,3578
11742,Ormond,7/21 Lillimur Rd,1,u,447000,S,Ray,27/11/2016,11.8,3204,1,1,1,0,,,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578
11743,Ormond,2 Wimmera St,2,h,1177000,S,Thomson,27/11/2016,11.8,3204,2,1,2,452,105,1930,Glen Eira,-37.9024,145.0539,Southern Metropolitan,3578
11744,Ormond,2/35 Leila Rd,2,u,617500,S,Biggin,28/05/2016,11.8,3204,2,1,1,94,91,1970,Glen Eira,-37.9011,145.0474,Southern Metropolitan,3578
11745,Ormond,1/24 Lillimur Rd,2,u,479500,S,Ray,28/05/2016,11.8,3204,2,1,1,0,92,,Glen Eira,-37.9021,145.0417,Southern Metropolitan,3578
11746,Ormond,19 Anthony St,4,h,2050000,S,Noel,28/08/2016,11.8,3204,4,2,2,647,,,Glen Eira,-37.9061,145.0366,Southern Metropolitan,3578
11747,Ormond,3/302 Grange Rd,2,u,405000,VB,Besser,28/08/2016,11.8,3204,2,1,1,0,68,1970,Glen Eira,-37.9031,145.0444,Southern Metropolitan,3578
11749,Ormond,5/30 Lillimur Rd,2,u,450000,VB,Ray,30/07/2016,11.8,3204,2,1,1,0,,2005,Glen Eira,-37.9014,145.0418,Southern Metropolitan,3578
11750,West Footscray,3/589 Barkly St,1,u,300000,S,Sweeney,3/12/2016,8.2,3012,,,,,,,,,,Western Metropolitan,5058
11751,West Footscray,1 Buxton St,3,h,1061000,S,Burnham,3/12/2016,8.2,3012,3,1,1,533,,,Maribyrnong,-37.7955,144.8784,Western Metropolitan,5058
11752,West Footscray,22 Clarendon Pde,6,h,1020000,PI,Alexkarbon,3/12/2016,8.2,3012,6,3,2,554,199,1940,Maribyrnong,-37.8053,144.8681,Western Metropolitan,5058
11753,West Footscray,140 Essex St,2,h,912500,S,Village,3/12/2016,8.2,3012,2,1,1,444,98,1940,Maribyrnong,-37.7933,144.876,Western Metropolitan,5058
11755,West Footscray,3/12 Rondell Av,2,u,565000,S,hockingstuart,3/12/2016,8.2,3012,,,,,,,,,,Western Metropolitan,5058
11756,West Footscray,8 View St,3,h,1074000,S,Village,3/12/2016,8.2,3012,3,2,2,355,,1950,Maribyrnong,-37.7914,144.8742,Western Metropolitan,5058
11757,West Footscray,20 Wellington St,3,h,1021000,S,Jas,3/12/2016,8.2,3012,3,1,2,601,,,Maribyrnong,-37.7917,144.8688,Western Metropolitan,5058
11758,West Footscray,742 Barkly St,3,h,1415000,PI,Biggin,4/02/2016,8.2,3012,3,1,6,970,,1955,Maribyrnong,-37.7958,144.8645,Western Metropolitan,5058
11760,West Footscray,29 Devonshire St,4,h,710000,PI,Sweeney,4/03/2017,8.2,3012,4,1,1,255,131,1920,Maribyrnong,-37.7906,144.8687,Western Metropolitan,5058
11761,West Footscray,12/119 Essex St,2,u,510500,SP,Jas,4/03/2017,8.2,3012,,,,,,,,,,Western Metropolitan,5058
11763,West Footscray,90 Pitt St,4,h,837000,S,Sweeney,4/03/2017,8.2,3012,4,2,3,390,149,1950,Maribyrnong,-37.7926,144.8639,Western Metropolitan,5058
11764,West Footscray,38 Wellington St,3,h,850000,S,Sweeney,4/03/2017,8.2,3012,3,1,1,361,,,Maribyrnong,-37.7916,144.8673,Western Metropolitan,5058
11765,West Footscray,86 Ashley St,4,h,850000,S,Sweeney,4/06/2016,8.2,3012,4,2,2,497,179,1980,Maribyrnong,-37.7903,144.8639,Western Metropolitan,5058
11767,West Footscray,1/12 Hatfield Ct,6,u,520000,SP,Sweeney,7/05/2016,8.2,3012,4,2,1,0,171,1970,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058
11769,West Footscray,2/705 Barkly St,3,u,347000,SP,Jas,7/11/2016,8.2,3012,2,1,1,0,56,1965,Maribyrnong,-37.7964,144.8672,Western Metropolitan,5058
11770,West Footscray,4 Rupert St,4,h,1225000,PI,Jas,7/11/2016,8.2,3012,4,2,2,0,,,Maribyrnong,-37.7992,144.8772,Western Metropolitan,5058
11771,West Footscray,12/32 Argyle St,2,h,438000,S,hockingstuart,8/10/2016,8.2,3012,2,1,2,0,75,1970,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058
11774,West Footscray,2/10 Hatfield Ct,2,h,360000,S,Sweeney,8/10/2016,8.2,3012,2,1,1,92,,1970,Maribyrnong,-37.8095,144.869,Western Metropolitan,5058
11775,West Footscray,18/24 Dongola Rd,2,t,620000,S,Village,10/09/2016,8.2,3012,3,1,1,144,,,Maribyrnong,-37.7926,144.8809,Western Metropolitan,5058
11776,West Footscray,5/28 Hampton Pde,2,h,415000,S,Sweeney,10/09/2016,8.2,3012,2,1,1,80,64,1980,Maribyrnong,-37.806,144.8674,Western Metropolitan,5058
11777,West Footscray,1/37 Hampton Pde,3,h,723000,S,Village,10/09/2016,8.2,3012,3,1,2,302,125,1938,Maribyrnong,-37.8066,144.8666,Western Metropolitan,5058
11778,West Footscray,1/12 Hatfield Ct,4,u,530000,SP,Sweeney,10/09/2016,8.2,3012,4,2,1,0,171,1970,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058
11781,West Footscray,45 Hansen St,3,h,967000,S,Jas,10/12/2016,8.2,3012,3,1,2,347,113,1925,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058
11782,West Footscray,13 Soudan Rd,3,h,840000,S,Brad,10/12/2016,8.2,3012,3,1,1,442,123,1950,Maribyrnong,-37.7914,144.8812,Western Metropolitan,5058
11783,West Footscray,8/21 Hampton Pde,1,u,241000,S,Sweeney,11/02/2017,8.2,3012,1,1,1,0,99,,Maribyrnong,-37.8067,144.8678,Western Metropolitan,5058
11785,West Footscray,12 Stonemark Ct,3,h,910000,S,Biggin,11/02/2017,8.2,3012,3,1,1,412,162,1980,Maribyrnong,-37.7941,144.881,Western Metropolitan,5058
11786,West Footscray,12/624 Barkly St,2,u,470000,S,hockingstuart,12/11/2016,8.2,3012,2,1,1,0,,,Maribyrnong,-37.7968,144.8735,Western Metropolitan,5058
11787,West Footscray,11 Elphinstone St,3,h,820000,S,Sweeney,12/11/2016,8.2,3012,3,1,3,440,131,1950,Maribyrnong,-37.7937,144.8732,Western Metropolitan,5058
11790,West Footscray,12 Stanley St,3,h,756000,S,Brad,13/08/2016,8.2,3012,3,1,1,353,360,1925,Maribyrnong,-37.7915,144.8733,Western Metropolitan,5058
11791,West Footscray,49 Napoleon St,3,h,845000,S,Jas,14/05/2016,8.2,3012,3,1,4,596,,,Maribyrnong,-37.791,144.8658,Western Metropolitan,5058
11792,West Footscray,21 Park Av,3,h,555000,SP,Sweeney,14/05/2016,8.2,3012,,,,,,,,,,Western Metropolitan,5058
11793,West Footscray,120 Cross St,4,h,850000,SA,Ray,15/10/2016,8.2,3012,4,1,3,511,,,Maribyrnong,-37.8001,144.877,Western Metropolitan,5058
11795,West Footscray,1/9 Indwe St,3,t,620000,S,Nelson,15/10/2016,8.2,3012,3,1,2,255,148,2001,Maribyrnong,-37.8038,144.8679,Western Metropolitan,5058
11796,West Footscray,21 Napoleon St,2,h,1001000,S,Burnham,15/10/2016,8.2,3012,2,1,4,596,,,Maribyrnong,-37.7913,144.8689,Western Metropolitan,5058
11797,West Footscray,20 Warleigh Rd,3,h,875000,SP,Sweeney,15/10/2016,8.2,3012,3,2,3,336,94,1910,Maribyrnong,-37.7995,144.8794,Western Metropolitan,5058
11798,West Footscray,2/746 Barkly St,2,t,520000,S,Sweeney,16/07/2016,8.2,3012,2,1,1,148,,,Maribyrnong,-37.7956,144.8641,Western Metropolitan,5058
11799,West Footscray,7 Church St,3,h,915000,S,Sweeney,17/09/2016,8.2,3012,3,1,2,434,,,Maribyrnong,-37.7908,144.8793,Western Metropolitan,5058
11800,West Footscray,28 Khartoum St,4,h,830000,S,Sweeney,17/09/2016,8.2,3012,2,1,2,426,144,1930,Maribyrnong,-37.7919,144.8793,Western Metropolitan,5058
11803,West Footscray,3/1 Carmichael St,2,t,510000,VB,Biggin,18/03/2017,8.2,3012,2,2,1,0,,,Maribyrnong,-37.7991,144.879,Western Metropolitan,5058
11804,West Footscray,2/30 Fontein St,2,u,545000,SP,Biggin,18/03/2017,8.2,3012,2,1,1,154,2,2005,Maribyrnong,-37.8004,144.8647,Western Metropolitan,5058
11806,West Footscray,6 Fontein St,5,h,691000,PI,Biggin,18/06/2016,8.2,3012,3,1,1,466,,,Maribyrnong,-37.8008,144.8665,Western Metropolitan,5058
11807,West Footscray,9/28 Stanhope St,2,u,550000,S,Jas,18/06/2016,8.2,3012,,,,,,,,,,Western Metropolitan,5058
11808,West Footscray,39 Blandford St,3,h,991000,SP,Sweeney,19/11/2016,8.2,3012,3,1,4,495,,,Maribyrnong,-37.7958,144.8774,Western Metropolitan,5058
11809,West Footscray,8 Dongola Rd,3,h,913000,S,hockingstuart,19/11/2016,8.2,3012,3,1,3,448,96,1925,Maribyrnong,-37.7911,144.8821,Western Metropolitan,5058
11810,West Footscray,23 Fontein St,2,h,850000,S,Sweeney,22/05/2016,8.2,3012,2,1,2,462,101,1960,Maribyrnong,-37.8009,144.8653,Western Metropolitan,5058
11811,West Footscray,2a Hope St,2,h,705000,S,Jas,22/05/2016,8.2,3012,2,1,1,308,,,Maribyrnong,-37.7908,144.8717,Western Metropolitan,5058
11812,West Footscray,135 Suffolk St,3,h,709000,S,Jas,22/05/2016,8.2,3012,3,1,1,405,,,Maribyrnong,-37.79,144.867,Western Metropolitan,5058
11814,West Footscray,9/24 Dongola Rd,3,h,900000,S,Jas,24/09/2016,8.2,3012,3,2,3,446,,2006,Maribyrnong,-37.7923,144.8814,Western Metropolitan,5058
11815,West Footscray,35 Exhibition St,2,h,790000,S,Village,24/09/2016,8.2,3012,2,1,1,259,,,Maribyrnong,-37.8058,144.875,Western Metropolitan,5058
11816,West Footscray,50 Hex St,2,h,770000,S,Village,24/09/2016,8.2,3012,3,1,1,267,95,1940,Maribyrnong,-37.8021,144.8629,Western Metropolitan,5058
11817,West Footscray,77 Suffolk St,2,h,495000,S,Burnham,24/09/2016,8.2,3012,2,1,2,161,700,1977,Maribyrnong,-37.7905,144.8714,Western Metropolitan,5058
11818,West Footscray,107 Alma St,3,h,1575000,S,Sweeney,25/02/2017,8.2,3012,3,1,4,1000,85,1930,Maribyrnong,-37.7936,144.8639,Western Metropolitan,5058
11819,West Footscray,51 Roberts St,2,h,326500,S,Sweeney,25/02/2017,8.2,3012,2,1,2,626,,,Maribyrnong,-37.8067,144.8707,Western Metropolitan,5058
11820,West Footscray,10 Rupert St,3,h,1028000,S,Biggin,25/02/2017,8.2,3012,3,2,2,520,,,Maribyrnong,-37.7991,144.8768,Western Metropolitan,5058
11821,West Footscray,6/16 Warleigh Rd,1,u,288000,SP,Sweeney,25/02/2017,8.2,3012,1,1,1,628,44,1970,Maribyrnong,-37.7993,144.8794,Western Metropolitan,5058
11822,West Footscray,44 Clive St,3,h,1151500,SP,Sweeney,26/07/2016,8.2,3012,4,1,2,536,113,1925,Maribyrnong,-37.7978,144.8743,Western Metropolitan,5058
11823,West Footscray,31 Napoleon St,3,h,860000,S,Biggin,26/07/2016,8.2,3012,3,1,2,501,147,1960,Maribyrnong,-37.7912,144.868,Western Metropolitan,5058
11825,West Footscray,55 Elphinstone St,3,h,805000,S,Jas,27/06/2016,8.2,3012,3,1,3,372,96,1920,Maribyrnong,-37.796,144.8728,Western Metropolitan,5058
11826,West Footscray,10/745 Barkly St,2,u,262500,PI,Sweeney,27/11/2016,8.2,3012,2,1,1,0,,,Maribyrnong,-37.796,144.8634,Western Metropolitan,5058
11827,West Footscray,5/14 Busch St,2,h,450000,S,hockingstuart,27/11/2016,8.2,3012,2,1,1,0,90,1980,Maribyrnong,-37.7956,144.8762,Western Metropolitan,5058
11828,West Footscray,5 Gwelo St,3,h,935000,S,Sweeney,27/11/2016,8.2,3012,3,2,3,466,,1940,Maribyrnong,-37.8019,144.8663,Western Metropolitan,5058
11829,West Footscray,372 Somerville Rd,4,h,830000,SP,Purplebricks,27/11/2016,8.2,3012,4,2,1,665,,1960,Maribyrnong,-37.8107,144.8666,Western Metropolitan,5058
11830,West Footscray,5/652 Barkly St,2,u,456000,S,Sweeney,28/05/2016,8.2,3012,2,1,1,0,,1975,Maribyrnong,-37.7966,144.8716,Western Metropolitan,5058
11831,West Footscray,18 Molesworth Ct,3,h,660000,S,Sweeney,28/05/2016,8.2,3012,3,1,1,321,,,Maribyrnong,-37.7943,144.8741,Western Metropolitan,5058
11832,West Footscray,4/17 Beaumont Pde,2,u,420000,VB,Greg,28/08/2016,8.2,3012,2,1,1,781,82,2013,Maribyrnong,-37.8079,144.8684,Western Metropolitan,5058
11833,West Footscray,116 Essex St,3,h,820000,S,Sweeney,28/08/2016,8.2,3012,3,2,2,335,,,Maribyrnong,-37.7937,144.8782,Western Metropolitan,5058
11834,West Footscray,32 Richelieu St,5,h,1030000,S,Village,30/07/2016,8.2,3012,5,2,2,352,,,Maribyrnong,-37.7908,144.8711,Western Metropolitan,5058
11835,West Footscray,121 Suffolk St,3,h,878000,S,Village,30/07/2016,8.2,3012,3,1,1,397,127,1960,Maribyrnong,-37.7901,144.8682,Western Metropolitan,5058
11836,Albion,7 Dalworth St,2,h,765000,SA,Barry,4/02/2016,13.9,3020,2,1,2,672,111,1958,Brimbank,-37.7812,144.8121,Western Metropolitan,2185
11837,Albion,14 Delmont St,3,h,730000,S,hockingstuart,4/03/2017,13.9,3020,3,2,3,628,140,1960,Brimbank,-37.7801,144.8121,Western Metropolitan,2185
11838,Albion,12 Wyalong St,2,h,730000,S,Bells,4/03/2017,13.9,3020,2,1,0,697,94,1970,Brimbank,-37.7778,144.818,Western Metropolitan,2185
11839,Albion,29 Norwood St,3,h,593000,SP,Sweeney,4/06/2016,13.9,3020,3,2,2,605,102,1965,Brimbank,-37.7792,144.8117,Western Metropolitan,2185
11840,Albion,25 Sydney St,4,h,816000,S,Bells,10/09/2016,13.9,3020,4,1,2,837,156,1930,Brimbank,-37.7825,144.8221,Western Metropolitan,2185
11841,Albion,60 Sydney St,3,h,720000,S,Sweeney,10/12/2016,13.9,3020,3,1,1,706,,,Brimbank,-37.7801,144.8229,Western Metropolitan,2185
11842,Albion,3/14 Ridley St,2,t,300000,PI,FN,11/02/2017,13.9,3020,2,1,1,74,,1970,Brimbank,-37.7836,144.8256,Western Metropolitan,2185
11843,Albion,27 Burnewang St,2,h,670000,S,Barry,15/10/2016,13.9,3020,2,1,2,697,,1950,Brimbank,-37.7835,144.8176,Western Metropolitan,2185
11844,Albion,5 Perth Av,4,h,644500,S,hockingstuart,15/10/2016,13.9,3020,,,,,,,,,,Western Metropolitan,2185
11845,Albion,13 Maylands St,3,h,685000,S,Barry,18/03/2017,13.9,3020,3,1,1,697,,,Brimbank,-37.7765,144.8175,Western Metropolitan,2185
11846,Albion,12 Coolamon St,2,h,600000,SP,Barry,22/05/2016,13.9,3020,2,1,1,534,90,1950,Brimbank,-37.7795,144.8204,Western Metropolitan,2185
11847,Albion,70 Forrest St,3,h,600000,VB,Sweeney,22/05/2016,13.9,3020,3,1,1,697,110,1928,Brimbank,-37.7842,144.8175,Western Metropolitan,2185
11848,Albion,10/117 Anderson Rd,1,u,185000,S,hockingstuart,22/08/2016,13.9,3020,1,1,1,2347,43,1975,Brimbank,-37.7852,144.8272,Western Metropolitan,2185
11849,Albion,25 Brisbane St,2,u,463000,S,Barry,24/09/2016,13.9,3020,3,1,1,199,,,Brimbank,-37.7761,144.8164,Western Metropolitan,2185
11850,Albion,16/20 Talmage St,2,t,319000,SP,Barry,24/09/2016,13.9,3020,2,1,1,0,78,1970,Brimbank,-37.7796,144.8252,Western Metropolitan,2185
11851,Albion,53 Adelaide St,4,h,660000,S,Douglas,25/02/2017,13.9,3020,4,1,1,697,,,Brimbank,-37.7795,144.8196,Western Metropolitan,2185
11852,Albion,2/32 Forrest St,3,u,560000,S,Douglas,25/02/2017,13.9,3020,3,2,7,420,150,1970,Brimbank,-37.7848,144.8231,Western Metropolitan,2185
11853,Albion,20 Hutchinson St,3,h,625000,SP,FN,25/02/2017,13.9,3020,3,1,0,695,,,Brimbank,-37.7808,144.8186,Western Metropolitan,2185
11854,Albion,16 Selwyn St,3,h,791000,S,Bells,25/02/2017,13.9,3020,3,1,3,743,,1970,Brimbank,-37.7817,144.8159,Western Metropolitan,2185
11855,Albion,20 Westgate Av,3,h,615000,S,Douglas,25/02/2017,13.9,3020,,,,,,,,,,Western Metropolitan,2185
11856,Albion,28 Selwyn St,2,h,541000,S,Barry,27/06/2016,13.9,3020,2,1,1,497,,,Brimbank,-37.7806,144.8159,Western Metropolitan,2185
11857,Albion,13 Gunnedah St,3,h,760000,S,Village,27/11/2016,13.9,3020,3,1,2,534,,,Brimbank,-37.7789,144.8209,Western Metropolitan,2185
11858,Albion,48 Sydney St,3,h,840000,S,Barry,27/11/2016,13.9,3020,3,1,0,697,153,1920,Brimbank,-37.7809,144.8228,Western Metropolitan,2185
11859,Albion,8/6 Ridley St,1,u,145000,PI,Biggin,28/05/2016,13.9,3020,2,1,1,36,,,Brimbank,-37.7833,144.8266,Western Metropolitan,2185
11860,Albion,3 Barclay St,2,h,460000,S,Barry,30/07/2016,13.9,3020,2,1,2,463,85,,Brimbank,-37.7813,144.8234,Western Metropolitan,2185
11861,Albion,5/25 Ridley St,2,u,190000,SP,Burnham,30/07/2016,13.9,3020,2,1,1,0,,,Brimbank,-37.7839,144.8239,Western Metropolitan,2185
11862,Brooklyn,4 Viola Av,3,h,790000,SP,hockingstuart,4/03/2017,10.9,3012,,,,,,,,,,Western Metropolitan,962
11863,Brooklyn,3/53 Stenhouse Av,3,t,495000,SP,Jas,7/05/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11864,Brooklyn,26 Nolan Av,2,h,890000,SP,hockingstuart,7/11/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11865,Brooklyn,3/51 Stenhouse Av,3,u,500000,S,hockingstuart,7/11/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11868,Brooklyn,3/673 Geelong Rd,3,t,430000,PI,Jas,10/09/2016,10.9,3012,3,1,1,131,,,Hobsons Bay,-37.8203,144.8386,Western Metropolitan,962
11870,Brooklyn,5/16 Conifer Av,2,t,485000,SP,Purplebricks,10/12/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11871,Brooklyn,2/11 Cypress Av,2,t,525000,S,hockingstuart,11/02/2017,10.9,3012,,,,,,,,,,Western Metropolitan,962
11872,Brooklyn,3/83 Cypress Av,2,t,465000,PI,hockingstuart,11/02/2017,10.9,3012,,,,,,,,,,Western Metropolitan,962
11873,Brooklyn,50 Stenhouse Av,3,h,760000,S,hockingstuart,19/11/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11874,Brooklyn,26 Stenhouse Av,3,h,712000,S,Greg,22/05/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11876,Brooklyn,1/8 Paw Paw Rd,2,h,507000,SP,hockingstuart,25/02/2017,10.9,3012,2,1,2,191,87,2014,Brimbank,-37.8226,144.8392,Western Metropolitan,962
11877,Brooklyn,1/48 Corrigan Av,3,u,480000,S,hockingstuart,27/06/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11878,Brooklyn,2/83 Cypress Av,2,t,490000,SP,hockingstuart,28/05/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11879,Brooklyn,2/641 Geelong Rd,2,u,400000,PI,Trimson,28/05/2016,10.9,3012,,,,,,,,,,Western Metropolitan,962
11880,Brooklyn,11 Houston Ct,3,h,892000,S,hockingstuart,28/08/2016,10.9,3012,3,1,2,715,,,Hobsons Bay,-37.8239,144.8431,Western Metropolitan,962
11882,Glen Huntly,17 Royal Av,5,h,1711000,S,Gary,4/03/2017,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11883,Glen Huntly,7/15 Manchester Gr,2,u,695000,S,Woodards,4/06/2016,10.4,3163,2,2,1,0,,,Glen Eira,-37.8878,145.0407,Southern Metropolitan,2403
11884,Glen Huntly,122/115 Neerim Rd,2,u,390000,S,Woodards,4/06/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11885,Glen Huntly,4/12 Park Av,3,u,650000,PI,hockingstuart,7/05/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11886,Glen Huntly,9/133 Grange Rd,1,u,341000,SP,Gary,8/10/2016,10.4,3163,,,,,,,,-37.8913,145.0452,Southern Metropolitan,2403
11887,Glen Huntly,83 Grange Rd,3,h,1160000,S,Gary,8/10/2016,10.4,3163,3,1,2,553,137,1930,Glen Eira,-37.8878,145.0456,Southern Metropolitan,2403
11888,Glen Huntly,4/9 MacKay Av,3,h,960000,S,Rodney,8/10/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11889,Glen Huntly,8 Augusta St,3,h,1330000,S,Woodards,10/09/2016,10.4,3163,3,2,1,295,176,1930,Glen Eira,-37.8904,145.0387,Southern Metropolitan,2403
11890,Glen Huntly,4/7 Garden Av,2,u,600000,SP,Woodards,10/09/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11891,Glen Huntly,2/143 Grange Rd,2,u,695000,S,hockingstuart,10/09/2016,10.4,3163,2,1,1,1035,,1963,Glen Eira,-37.8925,145.0456,Southern Metropolitan,2403
11892,Glen Huntly,2/10 Rosedale Av,2,u,659000,S,Wood,10/09/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11893,Glen Huntly,7/15 Royal Av,2,u,402000,S,Stockdale,10/09/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11894,Glen Huntly,1/31 Dorothy Av,2,u,780000,S,Woodards,10/12/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11896,Glen Huntly,10/21 Royal Av,2,u,390000,PI,Ray,14/05/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
11898,Glen Huntly,9/9 Park Av,2,u,400000,PI,Ray,17/09/2016,10.4,3163,,,,,,,,,,Southern Metropolitan,2403
